Comment,Designator,Footprint,LCSC
MountingHole,H4,MountingHole_7.14mm,
MountingHole,H3,MountingHole_7.14mm,
MountingHole,H2,MountingHole_7.14mm,
MountingHole,H1,MountingHole_7.14mm,
